131
-1	-17.7173	-0.444113	-0.0113414	-0.94177	4.36945	-0.336258
1	-67.1021	-0.993889	-0.00137984	-0.945925	4.38203	-0.324386
-1	17.3806	-0.629888	0.00958872	-0.949881	4.39445	-0.31261
1	44.8745	0.313229	0.0115814	-0.953646	4.40672	-0.300932
-1	-72.3286	0.968364	0.00300651	-0.957223	4.41884	-0.289351
1	83.9877	0.73319	-0.00809552	-0.96062	4.43082	-0.277866
-1	66.9873	-0.176076	-0.0115809	-0.963841	4.44265	-0.266479
1	66.2782	-0.923458	-0.00446161	-0.966892	4.45435	-0.255188
-1	-53.8551	-0.821818	0.00654885	-0.969777	4.46591	-0.243993
1	-87.9705	0.0353983	0.0113565	-0.972502	4.47734	-0.232894
-1	-44.6754	0.860069	0.00573233	-0.975072	4.48864	-0.22189
1	50.5692	0.893997	-0.0049786	-0.97749	4.49981	-0.210982
-1	88.4298	0.105988	-0.0109271	-0.979762	4.51086	-0.200168
1	78.4615	-0.779466	-0.00680918	-0.981891	4.52179	-0.189448
-1	-91.2298	-0.948282	0.00341321	-0.983881	4.5326	-0.178822
1	-25.1327	-0.245252	0.0103134	-0.985738	4.54329	-0.16829
-1	-66.48	0.683262	0.00768604	-0.987463	4.55388	-0.157849
1	13.2013	0.983588	-0.00187948	-0.989062	4.56435	-0.147501
-1	-96.7625	0.379608	-0.0095376	-0.990537	4.57471	-0.137243
1	-96.8811	-0.573382	-0.00836008	-0.991893	4.58497	-0.127077
-1	71.1366	-0.999207	0.000402231	-0.993132	4.59512	-0.117001
1	-95.2155	-0.506366	0.00862319	-0.994258	4.60517	-0.107013
-1	-97.8937	0.452026	0.00883173	-0.995273	4.61512	-0.0971152
1	58.927	0.994827	0.000995938	-0.996182	4.62497	-0.0873049
-1	-101.711	0.622989	-0.00759447	-0.996986	4.63473	-0.077582
1	-91.0932	-0.321622	-0.0091045	-0.997689	4.64439	-0.0679457
-1	-42.759	-0.970535	-0.00229485	-0.998294	4.65396	-0.0583954
1	-9.93608	-0.727143	0.00647629	-0.998802	4.66344	-0.0489303
-1	54.5001	0.184782	0.00918486	-0.999218	4.67283	-0.0395498
1	-80.2246	0.926819	0.00347694	-0.999542	4.68213	-0.0302531
-1	95.4774	0.816743	-0.0052936	-0.999779	4.69135	-0.0210395
1	17.079	-0.0442427	-0.00908201	-0.999929	4.70048	-0.0119083
-1	105.14	-0.864551	-0.00452743	-0.999996	4.70953	-0.00285878
1	-104.033	-0.889996	0.00407115	-0.999981	4.7185	0.00610985
-1	0.377478	-0.0971819	0.00880767	-0.999888	4.72739	0.0149983
1	-81.9364	0.78498	0.00543439	-0.999717	4.7362	0.0238072
-1	51.6431	0.945435	-0.00283313	-0.999471	4.74493	0.0325374
1	-98.3638	0.236661	-0.00837579	-0.999151	4.75359	0.0411896
-1	-55.062	-0.689698	-0.00618886	-0.998761	4.76217	0.0497644
1	105.663	-0.981952	0.00160279	-0.998301	4.77068	0.0582626
-1	31.8688	-0.371404	0.00780228	-0.997774	4.77912	0.066685
1	58.5888	0.580611	0.00678484	-0.997181	4.78749	0.0750322
-1	46.2894	0.998815	-0.000402179	-0.996524	4.79579	0.0833049
1	79.0419	0.498713	-0.00710465	-0.995805	4.80402	0.0915039
-1	75.4694	-0.459903	-0.00721926	-0.995025	4.81218	0.0996298
1	62.1765	-0.995687	-0.000748195	-0.994185	4.82028	0.107683
-1	35.6167	-0.61604	0.00630172	-0.993288	4.82831	0.115665
1	-4.84664	0.329991	0.00749194	-0.992335	4.83628	0.123576
-1	126.746	0.97263	0.0018296	-0.991327	4.84419	0.131417
1	-106.052	0.721038	-0.00541325	-0.990266	4.85203	0.139188
-1	-128.983	-0.193473	-0.00760547	-0.989153	4.85981	0.14689
1	-25.5314	-0.930106	-0.00282532	-0.987989	4.86753	0.154524
-1	-6.56425	-0.811603	0.00445961	-0.986776	4.8752	0.16209
